0003060A6196 // Pat:62 Dec:[0, 774, 166, 406]
00000020F029 // Pat:62 Dec:[0, 0, 527, 41]
000000000000 // Pat:62 Dec:[0, 0, 0, 0]
2711B1E160BC // Pat:63 Dec:[625, 433, -490, 188]
00019F0ADECE // Pat:63 Dec:[0, 415, 173, -306]
000000235136 // Pat:63 Dec:[0, 0, 565, 310]
000000000122 // Pat:63 Dec:[0, 0, 0, 290]
27022603DD8C // Pat:64 Dec:[624, 550, 61, -628]
000222F48DDD // Pat:64 Dec:[0, 546, -184, -547]
000000210041 // Pat:64 Dec:[0, 0, 528, 65]
00000000000F // Pat:64 Dec:[0, 0, 0, 15]
1A11000CBEBE // Pat:65 Dec:[417, 256, 203, -322]
0002A70EFF7C // Pat:65 Dec:[0, 679, 239, -132]
000000191F66 // Pat:65 Dec:[0, 0, 401, -154]
0000000000A3 // Pat:65 Dec:[0, 0, 0, 163]
2B6F5EEB41E0 // Pat:66 Dec:[694, -162, -332, 480]
0002BBF7E08E // Pat:66 Dec:[0, 699, -130, 142]
0000001BEF8F // Pat:66 Dec:[0, 0, 446, -113]
00000000016E // Pat:66 Dec:[0, 0, 0, 366]
21AF3CF70244 // Pat:67 Dec:[538, -196, -144, 580]
0001A5FC7027 // Pat:67 Dec:[0, 421, -57, 39]
000000122F18 // Pat:67 Dec:[0, 0, 290, -232]
000000000245 // Pat:67 Dec:[0, 0, 0, 581]
1DD235055EEE // Pat:68 Dec:[477, 565, 85, -274]
00014315CE16 // Pat:68 Dec:[0, 323, 348, -490]
0000001651D1 // Pat:68 Dec:[0, 0, 357, 465]
0000000000CB // Pat:68 Dec:[0, 0, 0, 203]
2490F6F09F7A // Pat:69 Dec:[585, 246, -247, -134]
000374EA3149 // Pat:69 Dec:[0, 884, -349, 329]
0000000BD09D // Pat:69 Dec:[0, 0, 189, 157]
00000000002A // Pat:69 Dec:[0, 0, 0, 42]
26B1D40CE078 // Pat:70 Dec:[619, 468, 206, 120]
0000B51341D6 // Pat:70 Dec:[0, 181, 308, 470]
0000001B1FFA // Pat:70 Dec:[0, 0, 433, -6]
00000000001B // Pat:70 Dec:[0, 0, 0, 27]
292021137108 // Pat:71 Dec:[658, 33, 311, 264]
0002C1EF6134 // Pat:71 Dec:[0, 705, -266, 308]
00000020BDFE // Pat:71 Dec:[0, 0, 523, -514]
00000000007D // Pat:71 Dec:[0, 0, 0, 125]
205F86D7CF07 // Pat:72 Dec:[517, -122, -644, -249]
000237F2D132 // Pat:72 Dec:[0, 567, -211, 306]
000000113034 // Pat:72 Dec:[0, 0, 275, 52]
000000000161 // Pat:72 Dec:[0, 0, 0, 353]
1ECE7C141182 // Pat:73 Dec:[492, -388, 321, 386]
000081DDEF75 // Pat:73 Dec:[0, 129, -546, -139]
000000214F7A // Pat:73 Dec:[0, 0, 532, -134]
000000000011 // Pat:73 Dec:[0, 0, 0, 17]
141F6F034178 // Pat:74 Dec:[321, -145, 52, 376]
00014CFBD19B // Pat:74 Dec:[0, 332, -67, 411]
00000018CE9B // Pat:74 Dec:[0, 0, 396, -357]
000000000034 // Pat:74 Dec:[0, 0, 0, 52]
314FFFF810F9 // Pat:75 Dec:[788, -1, -127, 249]
00028205008A // Pat:75 Dec:[0, 642, 80, 138]
00000023CDFE // Pat:75 Dec:[0, 0, 572, -514]
000000000020 // Pat:75 Dec:[0, 0, 0, 32]
155033FD4137 // Pat:76 Dec:[341, 51, -44, 311]
000289F1D084 // Pat:76 Dec:[0, 649, -227, 132]
0000002F2EFB // Pat:76 Dec:[0, 0, 754, -261]
000000000163 // Pat:76 Dec:[0, 0, 0, 355]
303213188007 // Pat:77 Dec:[771, 531, 392, 7]
00015BE82236 // Pat:77 Dec:[0, 347, -382, 566]
00000013518A // Pat:77 Dec:[0, 0, 309, 394]
000000000036 // Pat:77 Dec:[0, 0, 0, 54]
34CFFD141FBF // Pat:78 Dec:[844, -3, 321, -65]
0002B0F04027 // Pat:78 Dec:[0, 688, -252, 39]
0000000E9F54 // Pat:78 Dec:[0, 0, 233, -172]
0000000000B3 // Pat:78 Dec:[0, 0, 0, 179]
32FEB41C2011 // Pat:79 Dec:[815, -332, 450, 17]
000144ECC18B // Pat:79 Dec:[0, 324, -308, 395]
0000002C9F59 // Pat:79 Dec:[0, 0, 713, -167]
00000000028A // Pat:79 Dec:[0, 0, 0, 650]
2BAF0509E02C // Pat:80 Dec:[698, -251, 158, 44]
00029DFD4216 // Pat:80 Dec:[0, 669, -44, 534]
0000001D4EEC // Pat:80 Dec:[0, 0, 468, -276]
0000000000EC // Pat:80 Dec:[0, 0, 0, 236]
1D9EE01DDF58 // Pat:81 Dec:[473, -288, 477, -168]
00029802CFBD // Pat:81 Dec:[0, 664, 44, -67]
0000000E90AC // Pat:81 Dec:[0, 0, 233, 172]
0000000001C5 // Pat:81 Dec:[0, 0, 0, 453]
280017D78081 // Pat:82 Dec:[640, 23, -648, 129]
00019200DE56 // Pat:82 Dec:[0, 402, 13, -426]
00000016EFBB // Pat:82 Dec:[0, 0, 366, -69]
00000000006D // Pat:82 Dec:[0, 0, 0, 109]
223F0AF29F92 // Pat:83 Dec:[547, -246, -215, -110]
0001C2DF4073 // Pat:83 Dec:[0, 450, -524, 115]
0000001A00B0 // Pat:83 Dec:[0, 0, 416, 176]
0000000000CE // Pat:83 Dec:[0, 0, 0, 206]
31CE0305DF30 // Pat:84 Dec:[796, -509, 93, -208]
0001B6134E44 // Pat:84 Dec:[0, 438, 308, -444]
0000002EEFCA // Pat:84 Dec:[0, 0, 750, -54]
00000000010A // Pat:84 Dec:[0, 0, 0, 266]
2161C2068F91 // Pat:85 Dec:[534, 450, 104, -111]
0001C1F24F98 // Pat:85 Dec:[0, 449, -220, -104]
000000105ECC // Pat:85 Dec:[0, 0, 261, -308]
000000000134 // Pat:85 Dec:[0, 0, 0, 308]
26B00B0D3FB2 // Pat:86 Dec:[619, 11, 211, -78]
0002D0128F54 // Pat:86 Dec:[0, 720, 296, -172]
000000184ED9 // Pat:86 Dec:[0, 0, 388, -295]
00000000002F // Pat:86 Dec:[0, 0, 0, 47]
220FFD067F54 // Pat:87 Dec:[544, -3, 103, -172]
0003A6F17E8C // Pat:87 Dec:[0, 934, -233, -372]
00000024115D // Pat:87 Dec:[0, 0, 577, 349]
000000000008 // Pat:87 Dec:[0, 0, 0, 8]
2C3134F840AC // Pat:88 Dec:[707, 308, -124, 172]
0001E9F79FA2 // Pat:88 Dec:[0, 489, -135, -94]
0000001350A6 // Pat:88 Dec:[0, 0, 309, 166]
000000000099 // Pat:88 Dec:[0, 0, 0, 153]
181F52FD8F58 // Pat:89 Dec:[385, -174, -40, -168]
0001ACFB2FDF // Pat:89 Dec:[0, 428, -78, -33]
0000002C811D // Pat:89 Dec:[0, 0, 712, 285]
00000000012F // Pat:89 Dec:[0, 0, 0, 303]
1C727611E017 // Pat:90 Dec:[455, 630, 286, 23]
0001B40DA03D // Pat:90 Dec:[0, 436, 218, 61]
00000015EFE5 // Pat:90 Dec:[0, 0, 350, -27]
000000000279 // Pat:90 Dec:[0, 0, 0, 633]
24713C0240C8 // Pat:91 Dec:[583, 316, 36, 200]
000106F101E5 // Pat:91 Dec:[0, 262, -240, 485]
0000002E10EB // Pat:91 Dec:[0, 0, 737, 235]
0000000000C1 // Pat:91 Dec:[0, 0, 0, 193]
26B0D9179FF1 // Pat:92 Dec:[619, 217, 377, -15]
0000C5E6EE84 // Pat:92 Dec:[0, 197, -402, -380]
0000000F61D2 // Pat:92 Dec:[0, 0, 246, 466]
000000000017 // Pat:92 Dec:[0, 0, 0, 23]
21B16E13DF2C // Pat:93 Dec:[539, 366, 317, -212]
00009EF70FE5 // Pat:93 Dec:[0, 158, -144, -27]
00000019B0A1 // Pat:93 Dec:[0, 0, 411, 161]
000000000280 // Pat:93 Dec:[0, 0, 0, 640]
1F30FA00007C // Pat:94 Dec:[499, 250, 0, 124]
00025ADEDE45 // Pat:94 Dec:[0, 602, -531, -443]
0000001E5F10 // Pat:94 Dec:[0, 0, 485, -240]
000000000048 // Pat:94 Dec:[0, 0, 0, 72]
371173045E64 // Pat:95 Dec:[881, 371, 69, -412]
0001ECF7021A // Pat:95 Dec:[0, 492, -144, 538]
00000010F008 // Pat:95 Dec:[0, 0, 271, 8]
0000000000D8 // Pat:95 Dec:[0, 0, 0, 216]
19A06311EE70 // Pat:96 Dec:[410, 99, 286, -400]
000181ED9FBA // Pat:96 Dec:[0, 385, -295, -70]
00000028AF53 // Pat:96 Dec:[0, 0, 650, -173]
0000000000B8 // Pat:96 Dec:[0, 0, 0, 184]
2981AFFE7E62 // Pat:97 Dec:[664, 431, -25, -414]
00010F16509B // Pat:97 Dec:[0, 271, 357, 155]
00000016F06D // Pat:97 Dec:[0, 0, 367, 109]
000000000040 // Pat:97 Dec:[0, 0, 0, 64]
2B1EFF0A8150 // Pat:98 Dec:[689, -257, 168, 336]
00024B00700F // Pat:98 Dec:[0, 587, 7, 15]
0000001D9EED // Pat:98 Dec:[0, 0, 473, -275]
000000000094 // Pat:98 Dec:[0, 0, 0, 148]
1D61CB0B3294 // Pat:99 Dec:[470, 459, 179, 660]
00012F029FE2 // Pat:99 Dec:[0, 303, 41, -30]
0000001ABF6D // Pat:99 Dec:[0, 0, 427, -147]
0000000000EA // Pat:99 Dec:[0, 0, 0, 234]
